Fleet No,Reg Plate,Year,Model,Operator,Livery,Status,Notes
3328,HW54 DBZ,2004,Dennis Dart MPD Plaxton Pointer 2,Damory.png,DamoryBlue.png,In Service,
3329,HW54 DCE,2004,Dennis Dart MPD Plaxton Pointer 2,Damory.png,DamoryBlue.png,In Service,
3756,YJ06 FYC,2006,Optare Solo,More.png,OldMore.png,Withdrawn,
3757,YJ06 FYD,2006,Optare Solo,More.png,More2017.png,In Service,
3764,MX08 MZF,2008,Optare Solo,More.png,OldMore.png,In Service,
3765,MX08 MZJ,2008,Optare Solo,More.png,OldMore.png,In Service,
3776,MX57 UPC,2008,Optare Solo,Damory.png,DamoryBlue.png,In Service,
3778,CE52 UXC,2002,Optare Solo,Damory.png,DamoryBlue.png,In Service,
3801,BP09 ONE,2009,Optare Solo SR,More.png,More2017.png,In Service,
3802,PB09 ONE,2009,Optare Solo SR,More.png,More2017.png,In Service,
3803,HW62 CGF,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3804,HW62 CGO,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3805,HW62 CGY,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3806,HW62 CHC,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3807,HW62 CHZ,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3808,HW62 CJE,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3809,HW62 CJJ,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3810,HW62 CKV,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3811,HW62 CKY,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3812,HW62 CMK,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3813,HW62 CMV,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3814,HW62 CMY,2012,Optare Solo SR,SV.png,SouthernVectis.png,In Service,
3815,HW62 CNJ,2012,Optare Solo SR,More.png,More2017.png,In Service,
3816,HW62 CNK,2012,Optare Solo SR,More.png,More2017.png,In Service,
3817,HW62 CNO,2012,Optare Solo SR,More.png,More2017.png,In Service,
3818,HW62 CNV,2012,Optare Solo SR,More.png,More2017.png,In Service,
3819,HW62 CPK,2012,Optare Solo SR,Damory.png,DamoryBlue.png,In Service,
3822,HF64 BNN,2015,Optare Solo SR,Salisbury.png,SROld.png,In Service,
3823,HF64 BNO,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
3824,HF64 BNU,2015,Optare Solo SR,Salisbury.png,SROld.png,In Service,
3825,HF64 BNV,2015,Optare Solo SR,Salisbury.png,SROld.png,In Service,
3826,HF64 BNX,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
3827,HF64 BNY,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
3828,HF64 BNZ,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
3829,HF64 BOH,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
3830,HF64 BOJ,2015,Optare Solo SR,Damory.png,DamoryBlue.png,In Service,
3831,HF64 BOU,2015,Optare Solo SR,Damory.png,DamoryBlue.png,In Service,
3832,HF64 BRZ,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
3833,HF15 BMV,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
3834,HF15 BMY,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
3835,HF15 BMZ,2015,Optare Solo SR,Salisbury.png,SRNew.png,In Service,
6901,LX06 EAY,2006,Volvo B7TL Wright Eclipse Gemini,Damory.png,BluestarGNEAdapted.png,In Service,
6902,LX06 EBA,2006,Volvo B7TL Wright Eclipse Gemini,Damory.png,BluestarGNEAdapted.png,In Service,
6906,LX06 EBG,2006,Volvo B7TL Wright Eclipse Gemini,Damory.png,BluestarGNEAdapted.png,In Service,
6911,LX06 EBN,2006,Volvo B7TL Wright Eclipse Gemini,Bluestar.png,BluestarGNEAdapted.png,Withdrawn,
6913,LX06 EBP,2006,Volvo B7TL Wright Eclipse Gemini,Damory.png,BluestarGNEAdapted.png,In Service,
6921,LX58 CWO,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6923,LX58 CWU,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6924,LX58 CWY,2008,Dennis Trident Optare Olympus,events.png,Red.png,Reserve,
6925,LX58 CXA,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6927,LX58 CXD,2008,Dennis Trident Optare Olympus,events.png,Red.png,Reserve,
6929,LX58 CXL,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6931,LX58 CXO,2008,Dennis Trident Optare Olympus,events.png,Red.png,Reserve,
6934,LX58 CXS,2008,Dennis Trident Optare Olympus,events.png,Red.png,Reserve,
6935,LX58 CXT,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6936,LX58 CXU,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6938,LX58 CXW,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6939,LX58 CXY,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6940,LX58 CXZ,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6941,LX58 CYA,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,In Service,
6943,LX58 CYE,2008,Dennis Trident Optare Olympus,events.png,Red.png,Reserve,
6944,LX58 CYF,2008,Dennis Trident Optare Olympus,events.png,Red.png,Reserve,
6945,LX58 CYG,2008,Dennis Trident Optare Olympus,Bluestar.png,BluestarOld.png,Reserve,
7053,BF63 ZSP,2013,Volvo B9R Caetano Levante,Damory.png,White.png,In Service,
7101,HSV 342,2008,Scania K340EB4 Irizar PB,SV.png,Bluevectis.png,In Service,
7103,UEL 489,2008,Scania K340EB4 Irizar PB,SV.png,Bluevectis.png,In Service,
7104,HF08 UHV,2008,Scania K340EB4 Irizar PB,SV.png,Bluevectis.png,In Service,
7157,YX14 SFZ,2014,Volvo B9R Plaxton Elite,Damory.png,Voyager.png,In Service,
7801,FJ60 EHB,2010,Volvo B9R Caetano Levante,Salisbury.png,Bluevectis.png,In Service,
7802,FJ60 EHC,2010,Volvo B9R Caetano Levante,Salisbury.png,Bluevectis.png,In Service,
7805,FJ60 EHF,2010,Volvo B9R Caetano Levante,Damory.png,Bluevectis.png,In Service,
7833,YN08 NKL,2008,Volvo B12M Plaxton Paragon,SV.png,Cream.png,In Service,
7837,A14 XEL,2015,Volvo B11R Jonckheere JHV,SV.png,Cream.png,In Service,
7840,A17 XEL,2015,Volvo B11R Jonckheere JHV,Damory.png,Cream.png,In Service,
7841,A18 XEL,2015,Volvo B11R Jonckheere JHV,Damory.png,DamoryBlue.png,In Service,
7842,A19 XEL,2015,Volvo B11R Jonckheere JHV,SV.png,Cream.png,In Service,
7843,A20 XEL,2015,Volvo B11R Jonckheere JHV,SV.png,Cream.png,In Service,
7844,A3 XEL,2010,Volvo B11R Jonckheere JHV,SV.png,Bluevectis.png,In Service,
7845,A4 XEL,2010,Volvo B11R Jonckheere JHV,SV.png,Cream.png,In Service,
7846,FJ55 BXZ,2006,Volvo B12B Caetano Enigma,SV.png,Cream.png,In Service,
7847,FJ55 BXV,2006,Volvo B12B Caetano Enigma,SV.png,Cream.png,In Service,
7849,FJ55 BXY,2006,Volvo B12B Caetano Enigma,SV.png,Cream.png,In Service,
7901,EO69 WGW,2019,Ford Transit,Swindon.png,White.png,In Service,
7902,EK69 CLZ,2019,Ford Transit,Swindon.png,White.png,In Service,
7903,EK69 YKD,2019,Ford Transit,Unilink.png,White.png,In Service,
7904,EK69 YKR,2019,Ford Transit,Damory.png,White.png,In Service,
7905,EK69 CKE,2019,Ford Transit,Swindon.png,White.png,In Service,
7921,RA66 WCO,2017,Mercedes-Benz Sprinter EVM Avantgarde,Salisbury.png,WiltshireConnect.png,In Service,
7923,YF23 XXA,2023,Mercedes-Benz Sprinter EVM Cityline,Salisbury.png,Silver.png,In Service,
7924,YF23 XXE,2023,Mercedes-Benz Sprinter EVM Cityline,Salisbury.png,Silver.png,In Service,
7925,YF23 FCV,2023,Mercedes-Benz Sprinter EVM Cityline,Salisbury.png,Silver.png,In Service,
7926,YF23 JZL,2023,Mercedes-Benz Sprinter EVM Cityline,Salisbury.png,Silver.png,In Service,
7927,SF71 CNU,2022,Fiat Ducato Mellor Orion,Salisbury.png,WiltshireConnect.png,In Service,
7928,RX74 OXZ,2025,Mercedes-Benz Sprinter EVM Cityline,Salisbury.png,WiltshireConnect.png,In Service,
7929,RX25 SVS,2025,Mercedes-Benz Sprinter EVM Cityline,Salisbury.png,WiltshireConnect.png,In Service,
7930,RX25 SVU,2025,Mercedes-Benz Sprinter EVM Cityline,Salisbury.png,WiltshireConnect.png,In Service,
7985,HV66 RBF,2016,Ford Transit,Damory.png,White.png,In Service,
7989,HN16 XOL,2016,Ford Transit,Damory.png,White.png,In Service,
7990,HN16 YPU,2016,Ford Transit,Damory.png,White.png,In Service,
8101,701 GOO,2008,Scania N270UD Optare Olympus,Damory.png,Bluevectis.png,In Service,
8102,HF08 TKY,2008,Scania N270UD Optare Olympus,Salisbury.png,SRNew.png,In Service,
